性别,学历,生活区,宿舍人数/人,财产支出,白米饭，面粉/kgCO_2,猪肉/kgCO_2,鸡肉/kgCO_2,牛肉/kgCO_2,食物浪费量/kgCO_2,水果/kgCO_2,每天塑料袋/kgCO_2,每天打包盒/kgCO_2,每天购买新衣服件数kgCO_2,每天购买鞋数kgCO_2,夏秋电费kgCO_2,夏秋热水费kgCO_2,每天作业本/kgCO_2,每天新书本数CO_2,每天打印纸张数CO_2,每天塑料快递件/kgCO_2,每天快递纸盒件/kgCO_2,垃圾每天/kgCO_2,每天干垃圾/kgCO_2,每天湿垃圾/kgCO_2,通勤碳排放kgCO_2,夏季总碳排放
0,0,0,5,1,1.05894,0.7887471428571428,2.160377142857143,2.28786,1.1024808,0.4598571428571428,0.007968,0.25596,0.2844444444444444,0.1150684931506849,13.216,0.003918367346938775,0.0061936,0.05066666666666667,0.001266666666666667,0.08974800000000001,0.1031862857142857,0.1598057142857143,0.0,0.0,0.0,22.15248846684683
0,0,0,5,1,1.33083,0.5600571428571428,0.22008,0.2979985714285714,0.22049616,0.04142857142857143,0.0,0.0,0.1422222222222222,0.03835616438356165,9.911999999999999,0.0004897959183673469,0.00061936,0.0,0.00076,0.01282114285714286,0.01719771428571428,0.1065371428571429,0.0,0.0,0.0,12.901893988238436
0,0,1,4,1,0.6296400000000001,0.34122,0.96678,0.09933285714285714,0.176396928,0.145,0.004980000000000001,0.06398999999999999,0.1422222222222222,0.07671232876712329,4.6256,0.0,0.003716159999999999,0.1393333333333333,0.001773333333333334,0.02564228571428571,0.08598857142857141,0.1331714285714286,0.0,0.0,0.0,7.661499448513156
0,0,0,5,1,1.44531,0.6876257142857142,0.7208742857142858,4.268108571428571,0.66148848,0.4764285714285714,0.0,0.03839399999999999,0.2133333333333333,0.07671232876712329,6.608,0.0,0.00123872,0.0,0.002533333333333334,0.02564228571428571,0.03439542857142857,0.18644,0.0,0.0,0.0,15.446525052576645
0,0,0,4,1,0.68688,0.05082,0.4132114285714286,0.0,0.22049616,0.5012857142857142,0.0,0.0,0.3555555555555556,0.03835616438356165,8.352512,0.001175510204081633,0.00681296,0.1773333333333333,0.002026666666666667,0.05128457142857143,0.05159314285714284,0.18644,0.0,0.0,0.0,11.095783207286056
0,0,0,4,1,0.96831,0.4107085714285714,4.104042857142857,9.497502857142857,0.3968930880000001,0.1408571428571428,0.012948,0.05119199999999999,0.2844444444444444,0.07671232876712329,13.216,0.0,0.00557424,0.266,0.01241333333333333,0.0641057142857143,0.08598857142857141,0.18644,0.0,0.0,0.0,29.780133148830615
0,0,1,4,1,1.41669,0.3889285714285714,0.2223257142857143,0.0,0.44099232,0.2692857142857143,0.003984,0.03839399999999999,0.1422222222222222,0.03835616438356165,9.911999999999999,0.0,0.0030968,0.1393333333333333,0.001013333333333333,0.1025691428571429,0.1375817142857143,0.1065371428571429,0.0,0.0,0.0,13.363310173272447
0,0,0,4,1,0.96831,0.1540157142857143,0.7175057142857143,0.7369857142857142,0.66148848,0.3148571428571428,0.010956,0.19197,0.2133333333333333,0.07671232876712329,9.911999999999999,0.002448979591836735,0.007432319999999998,0.02533333333333333,0.001266666666666667,0.05128457142857143,0.06879085714285714,0.3462457142857143,0.0,0.0,0.0,14.46093687026372
0,0,0,5,1,1.26405,0.1182342857142857,0.6939257142857144,0.2339128571428572,0.617389248,0.008285714285714285,0.000996,0.012798,0.2133333333333333,0.03835616438356165,11.2336,0.003918367346938775,0.0030968,0.1266666666666666,0.005066666666666667,0.02564228571428571,0.01719771428571428,0.07990285714285716,0.0,0.0,0.0,14.696372674968595
0,0,0,5,1,0.7345800000000001,0.5056071428571428,1.280057142857143,1.538057142857143,0.0,0.2858571428571429,0.0,0.0,0.7111111111111111,0.0,10.5728,0.003918367346938775,0.00247744,0.08866666666666667,0.001013333333333333,0.05128457142857143,0.06879085714285714,0.18644,0.0,0.0,0.0,16.030660918458054
0,0,0,4,1,0.7155,0.2592857142857143,0.4491428571428571,0.1538057142857143,0.132297696,0.1118571428571428,0.002988,0.0,0.1422222222222222,0.03835616438356165,7.929600000000001,0.002448979591836735,0.0030968,0.07600000000000001,0.002026666666666667,0.0,0.01719771428571428,0.2130742857142857,0.0,0.0,0.0,10.248899957435716
0,0,1,4,1,0.7155,0.1804628571428571,0.9072685714285714,0.0,0.176396928,0.2568571428571428,0.000996,0.012798,0.07111111111111111,0.03835616438356165,5.6168,0.001469387755102041,0.00123872,0.02533333333333333,0.0005066666666666667,0.01282114285714286,0.01719771428571428,0.1065371428571429,0.0,0.0,0.0,8.141650882678347
0,0,0,4,1,0.7155,0.4148571428571428,0.786,0.9612857142857143,0.0,0.01242857142857143,0.0,0.0,0.1422222222222222,0.03835616438356165,9.911999999999999,0.009795918367346938,0.00061936,0.01266666666666667,0.001013333333333333,0.0,0.0,0.1598057142857143,0.0,0.0,0.0,13.166550807830271
0,0,0,4,1,1.52163,0.71874,0.7747714285714287,1.134317142857143,0.0,0.2195714285714286,0.004980000000000001,0.07678799999999998,0.2133333333333333,0.07671232876712329,9.911999999999999,0.0,0.0030968,0.03800000000000001,0.001773333333333334,0.0,0.03439542857142857,0.18644,0.0,0.0,0.0,14.916549224005216
0,0,1,4,1,0.72504,0.28314,2.07504,0.5767714285714286,0.926083872,0.09114285714285714,0.0,0.06398999999999999,0.2133333333333333,0.07671232876712329,7.268800000000001,0.003918367346938775,0.00123872,0.1773333333333333,0.002026666666666667,0.02564228571428571,0.08598857142857141,0.18644,0.0,0.0,0.0,12.782641764304538
0,0,0,4,1,0.46746,0.6160628571428571,2.73528,0.0,0.485091552,0.0,0.000996,0.0,0.07111111111111111,0.07671232876712329,7.268800000000001,0.009795918367346938,0.0030968,0.06333333333333332,0.001266666666666667,0.0,0.03439542857142857,0.1065371428571429,0.0,0.0,0.0,11.939939138817008
0,0,0,4,1,1.06848,0.9178714285714284,2.021142857142857,1.163155714285714,0.132297696,0.4971428571428571,0.0,0.0,0.07111111111111111,0.03835616438356165,7.929600000000001,0.003918367346938775,0.00681296,0.2153333333333333,0.00684,0.03846342857142857,0.06879085714285714,0.07990285714285716,0.02756648571428572,0.005833574428571429,0.0,14.292619692317801
0,0,0,4,1,1.06371,0.1026771428571429,0.006737142857142857,0.0,0.176396928,0.01657142857142857,0.001992,0.025596,0.07111111111111111,0.03835616438356165,11.2336,0.002448979591836735,0.0,0.0,0.001013333333333333,0.0,0.0,0.2663428571428572,0.0,0.0,0.0,13.006553087848413
0,0,0,4,1,1.49778,0.6596228571428572,1.724708571428571,0.33645,0.352793856,0.2485714285714286,0.004980000000000001,0.06398999999999999,0.2133333333333333,0.03835616438356165,13.216,0.004897959183673469,0.0123872,0.152,0.004053333333333333,0.03846342857142857,0.120384,0.3196114285714287,0.0,0.0,0.0,19.008383560519615
0,0,0,4,1,1.91277,0.7700785714285714,1.684285714285714,0.9612857142857143,0.66148848,0.2527142857142857,0.006971999999999999,0.12798,0.3555555555555556,0.03835616438356165,6.608,0.004897959183673469,0.0061936,0.228,0.008613333333333334,0.01282114285714286,0.01719771428571428,0.18644,0.0,0.0,0.0,13.843650235313264
0,0,0,4,1,1.43577,0.2437285714285714,0.3166457142857143,1.384251428571428,0.0,0.04142857142857143,0.001992,0.0,0.1422222222222222,0.03835616438356165,8.85472,0.0,0.00247744,0.1393333333333333,0.0005066666666666667,0.01282114285714286,0.03439542857142857,0.1331714285714286,0.0,0.0,0.0,12.78182011232007
0,0,0,4,1,0.7155,0.27588,0.6063428571428572,0.0,0.0,0.522,0.0,0.0,0.3555555555555556,0.03835616438356165,5.2864,0.002448979591836735,0.00433552,0.19,0.00228,0.02564228571428571,0.03439542857142857,0.1331714285714286,0.0,0.0,0.0,8.192308219530954
0,0,0,5,1,0.7155,0.01555714285714286,0.786,0.0,0.44099232,0.03314285714285714,0.000996,0.025596,0.1422222222222222,0.03835616438356165,11.094832,0.004897959183673469,0.00433552,0.0,0.00608,0.02564228571428571,0.05159314285714284,0.18644,0.0,0.0,0.0,13.572183614360886
0,0,0,5,1,2.13219,0.3816685714285714,1.34406,1.14393,0.44099232,0.06214285714285714,0.000996,0.025596,0.2133333333333333,0.05753424657534246,10.5728,0.002448979591836735,0.00557424,0.1266666666666666,0.005573333333333333,0.01282114285714286,0.03439542857142857,0.2130742857142857,0.0,0.0,0.0,16.7757974052148
0,0,0,4,1,0.70596,0.23232,2.395054285714286,1.714292857142857,0.44099232,0.02071428571428571,0.002988,0.012798,0.1422222222222222,0.07671232876712329,13.216,0.004897959183673469,0.0030968,0.114,0.00228,0.02564228571428571,0.03439542857142857,0.3462457142857143,0.1516156714285714,0.01166714885714286,0.0,19.653895307601594
0,0,0,4,1,0.7155,0.9334285714285713,0.1482171428571429,0.1922571428571429,0.88198464,0.04557142857142857,0.000996,0.025596,0.1422222222222222,0.03835616438356165,9.5816,0.003918367346938775,0.0061936,0.07600000000000001,0.008106666666666667,0.03846342857142857,0.06879085714285714,0.18644,0.0,0.0,0.0,13.093642232047962
0,0,0,5,1,1.431,0.1789071428571428,0.2661171428571429,0.3332457142857143,0.088198464,0.09528571428571428,0.0,0.0,0.07111111111111111,0.03835616438356165,10.063984,0.00323265306122449,0.003716159999999999,0.1266666666666666,0.007346666666666667,0.01282114285714286,0.01719771428571428,0.2663428571428572,0.1102659428571429,0.01166714885714286,0.0,13.125462406174949
0,0,0,5,1,1.53594,0.5808,1.122857142857143,0.8010714285714285,0.0,0.0,0.009960000000000002,0.140778,0.07111111111111111,0.03835616438356165,13.216,0.009795918367346938,0.0061936,0.06333333333333332,0.001266666666666667,0.0,0.0,0.1598057142857143,0.0,0.0,0.0,17.7572690795763
0,0,0,5,1,0.7202700000000001,0.35574,0.8488800000000001,0.3460628571428571,0.5291907840000001,0.1201428571428571,0.0,0.0,0.07111111111111111,0.0,10.5728,0.0,0.0030968,0.1266666666666666,0.001266666666666667,0.0,0.0,0.2663428571428572,0.0,0.0,0.0,13.961570599873017
0,0,0,4,1,1.07325,0.363,0.786,0.4806428571428571,0.44099232,0.2071428571428571,0.009960000000000002,0.19197,0.2133333333333333,0.07671232876712329,9.911999999999999,0.004897959183673469,0.003716159999999999,0.06333333333333332,0.0005066666666666667,0.01282114285714286,0.03439542857142857,0.3995142857142857,0.0,0.0,0.0,14.2741886727127
0,0,0,4,1,0.7393500000000001,0.16335,0.3099085714285715,0.6728999999999999,0.22049616,0.1118571428571428,0.004980000000000001,0.07678799999999998,0.6400000000000001,0.07671232876712329,11.8944,0.003918367346938775,0.003716159999999999,0.07600000000000001,0.001266666666666667,0.02564228571428571,0.03439542857142857,0.2663428571428572,0.0,0.0,0.0,15.322023968495015
0,0,0,4,1,0.60102,0.2022428571428571,2.256942857142857,0.0,0.5291907840000001,0.06214285714285714,0.003984,0.05119199999999999,0.4266666666666667,0.03835616438356165,6.608,0.001959183673469388,0.0030968,0.07600000000000001,0.008866666666666667,0.01282114285714286,0.01719771428571428,0.2663428571428572,0.0,0.0,0.0,11.16602255110465
0,0,0,4,1,2.27052,0.7000714285714286,0.7074,2.432052857142857,0.3968930880000001,0.2941428571428571,0.007968,0.102384,0.1422222222222222,0.03835616438356165,9.911999999999999,0.004897959183673469,0.00433552,0.114,0.001773333333333334,0.02564228571428571,0.03439542857142857,0.2397085714285715,0.0,0.0,0.0,17.42876371569422
0,0,0,5,1,0.78705,0.4148571428571428,0.7074,1.409885714285714,0.044099232,0.04971428571428571,0.0,0.0,0.07111111111111111,0.03835616438356165,7.929600000000001,0.001959183673469388,0.003716159999999999,0.02533333333333333,0.00152,0.01282114285714286,0.01719771428571428,0.2663428571428572,0.0,0.0,0.0,11.780964041644335
0,0,0,5,1,0.78705,0.3738899999999999,1.015062857142857,0.2883857142857143,0.352793856,0.2568571428571428,0.002988,0.0,0.2844444444444444,0.07671232876712329,6.608,0.0009795918367346938,0.00557424,0.1013333333333333,0.00076,0.02564228571428571,0.05159314285714284,0.2130742857142857,0.0,0.0,0.0,10.445141222953062
0,0,0,3,1,1.15434,0.2136514285714286,0.3570685714285715,0.0,0.3968930880000001,0.04557142857142857,0.0,0.012798,0.2844444444444444,0.07671232876712329,13.216,0.004897959183673469,0.0061936,0.1266666666666666,0.00152,0.01282114285714286,0.05159314285714284,0.18644,0.0,0.0,0.0,16.147611801347622
0,0,0,4,1,1.12572,0.9520971428571429,0.84102,0.1922571428571429,0.0,0.1615714285714286,0.000996,0.025596,0.07111111111111111,0.0,5.6168,0.001959183673469388,0.003716159999999999,0.114,0.001773333333333334,0.05128457142857143,0.1375817142857143,0.1598057142857143,0.0,0.0,0.0,9.457289502403626
0,0,0,4,1,2.17989,0.1540157142857143,0.8982857142857142,0.4133528571428571,0.3968930880000001,0.4805714285714286,0.000996,0.0,0.2844444444444444,0.03835616438356165,7.929600000000001,0.003918367346938775,0.003716159999999999,0.152,0.002533333333333334,0.02564228571428571,0.01719771428571428,0.1598057142857143,0.02756648571428572,0.02333429771428571,0.0,13.192119769508277
0,0,0,4,1,1.3833,0.2302457142857143,0.6119571428571429,1.858485714285714,0.352793856,0.2775714285714286,0.009960000000000002,0.166374,0.2133333333333333,0.07671232876712329,7.929600000000001,0.003918367346938775,0.00681296,0.1646666666666667,0.008866666666666667,0.0641057142857143,0.1031862857142857,0.1598057142857143,0.0,0.0,0.0,13.621695893066443
0,0,0,4,1,1.0971,0.2458028571428571,0.3099085714285715,1.134317142857143,0.0,0.2278571428571428,0.011952,0.0,0.07111111111111111,0.03835616438356165,11.8944,0.001959183673469388,0.0061936,0.152,0.002533333333333334,0.01282114285714286,0.01719771428571428,0.18644,0.0,0.0,0.0,15.409949963930044
0,0,0,4,1,1.431,0.3329228571428571,1.401325714285715,0.6600828571428572,0.44099232,0.232,0.005976,0.153576,0.2133333333333333,0.03835616438356165,7.929600000000001,0.004408163265306123,0.00681296,0.02533333333333333,0.007853333333333334,0.01282114285714286,0.01719771428571428,0.1331714285714286,0.0,0.0,0.0,13.046763321934584
0,0,0,4,1,0.7345800000000001,0.3733714285714286,0.1841485714285714,0.0,0.66148848,0.0,0.006971999999999999,0.089586,0.07111111111111111,0.07671232876712329,7.929600000000001,0.006857142857142857,0.0030968,0.06333333333333332,0.0005066666666666667,0.01282114285714286,0.01719771428571428,0.1598057142857143,0.0,0.0,0.0,10.391188434163949
0,0,0,4,1,1.46439,0.1244571428571429,1.36764,2.076377142857143,0.0,0.0,0.0,0.0,0.1422222222222222,0.03835616438356165,6.608,0.004897959183673469,0.0030968,0.0,0.00076,0.01282114285714286,0.01719771428571428,0.1065371428571429,0.0,0.0,0.0,11.966753431503742
0,0,0,4,1,0.77274,1.436961428571429,3.130525714285715,0.6728999999999999,0.3968930880000001,0.08285714285714285,0.003984,0.05119199999999999,0.1422222222222222,0.03835616438356165,7.929600000000001,0.009306122448979591,0.0061936,0.114,0.00152,0.006410571428571429,0.008598857142857142,0.1598057142857143,0.0,0.0,0.0,14.964066625626192
0,0,0,4,1,0.75366,0.5932457142857143,0.9611657142857144,0.1922571428571429,0.7496869440000001,0.1657142857142857,0.004980000000000001,0.115182,0.2844444444444444,0.1150684931506849,7.929600000000001,0.003722448979591837,0.007432319999999998,0.1773333333333333,0.00532,0.03846342857142857,0.03439542857142857,0.2929771428571429,0.0,0.0,0.0,12.424648841050912
0,0,0,4,1,0.81567,0.1929085714285714,0.1717971428571429,0.2082785714285714,0.44099232,0.1242857142857143,0.001992,0.03839399999999999,0.3555555555555556,0.03835616438356165,9.911999999999999,0.0009795918367346938,0.00681296,0.2153333333333333,0.01190666666666667,0.01282114285714286,0.01719771428571428,0.07990285714285716,0.0,0.0,0.0,12.645184306061566
0,0,0,4,1,0.7155,0.4148571428571428,0.8982857142857142,1.922571428571429,0.66148848,0.06214285714285714,0.013944,0.179172,0.4266666666666667,0.03835616438356165,6.608,0.004897959183673469,0.0030968,0.02533333333333333,0.006586666666666666,0.03846342857142857,0.05159314285714284,0.3196114285714287,0.0,0.0,0.0,12.390567213091048
0,0,0,5,1,1.47393,0.33759,0.8533714285714286,0.0,0.22049616,0.08285714285714285,0.004980000000000001,0.025596,0.2133333333333333,0.03835616438356165,10.17632,0.001469387755102041,0.00247744,0.01266666666666667,0.00304,0.0,0.01719771428571428,0.1598057142857143,0.0,0.0,0.0,13.623487152138665
0,0,1,4,1,0.8347500000000001,0.45738,1.156542857142857,0.71776,0.22049616,0.1325714285714286,0.0,0.0,0.6400000000000001,0.07671232876712329,13.216,0.007640816326530612,0.0061936,0.05066666666666667,0.00076,0.02564228571428571,0.01719771428571428,0.07990285714285716,0.02756648571428572,0.005833574428571429,0.0,17.673616774760326
0,0,1,4,1,1.41192,0.09645428571428571,0.4603714285714286,0.5543414285714285,0.44099232,0.3645714285714285,0.005976,0.0,0.07111111111111111,0.03835616438356165,7.929600000000001,0.009795918367346938,0.00681296,0.2786666666666667,0.002026666666666667,0.05128457142857143,0.08598857142857141,0.1598057142857143,0.0,0.0,0.0,11.968075235766781
0,0,1,4,1,0.8729100000000001,0.1540157142857143,0.09993428571428573,0.1890528571428572,0.3968930880000001,0.087,0.001992,0.012798,0.2844444444444444,0.07671232876712329,11.8944,0.0009795918367346938,0.00433552,0.152,0.001773333333333334,0.03846342857142857,0.03439542857142857,0.2130742857142857,0.0,0.0,0.0,14.515174306381635
0,0,1,4,1,0.9635400000000001,0.363,0.786,0.5767714285714286,0.0,0.02485714285714286,0.004980000000000001,0.0,0.2844444444444444,0.07671232876712329,6.608,0.004897959183673469,0.0061936,0.2026666666666667,0.001773333333333334,0.1025691428571429,0.03439542857142857,0.2663428571428572,0.0,0.0,0.0,10.30714433239524
0,0,1,4,1,0.7107300000000001,0.02074285714285714,2.21652,0.0,0.0,0.0,0.001992,0.0,0.1422222222222222,0.03835616438356165,6.608,0.003918367346938775,0.0061936,0.05066666666666667,0.002026666666666667,0.02564228571428571,0.03439542857142857,0.37288,0.0,0.0,0.0,10.234286258714627
0,0,1,5,1,1.0017,0.4024114285714286,1.482171428571429,0.0,0.0,0.1284285714285714,0.008964,0.0,0.2844444444444444,0.07671232876712329,7.929600000000001,0.01224489795918367,0.0061936,0.06333333333333332,0.002533333333333334,0.0,0.0,0.2663428571428572,0.0,0.0,0.0,11.665080223551705
0,0,0,3,1,0.7107300000000001,0.4107085714285714,1.796571428571428,0.5767714285714286,0.3968930880000001,0.1408571428571428,0.003984,0.05119199999999999,0.2844444444444444,0.07671232876712329,6.608,0.009795918367346938,0.009290399999999999,0.07600000000000001,0.02710666666666667,0.02564228571428571,0.03439542857142857,0.1598057142857143,0.06891621428571429,0.005833574428571429,0.0,11.473650634959867
0,0,0,5,1,0.7155,0.02592857142857143,0.05502000000000001,0.0,0.0,0.2485714285714286,0.0,0.0,0.2844444444444444,0.03835616438356165,7.929600000000001,0.003918367346938775,0.003716159999999999,0.0,0.002026666666666667,0.02564228571428571,0.03439542857142857,0.1331714285714286,0.0,0.0,0.0,9.500290945698756
0,0,1,4,1,1.43577,0.2862514285714286,0.7702800000000001,3.434994285714286,0.837885408,0.1905714285714286,0.008964,0.19197,0.2844444444444444,0.07671232876712329,6.608,0.004897959183673469,0.00433552,0.07600000000000001,0.02178666666666667,0.03846342857142857,0.05159314285714284,0.2929771428571429,0.0,0.0,0.0,14.615897184204767
0,0,1,4,1,0.7441200000000001,0.2541,2.4366,0.0,0.264595392,0.07871428571428571,0.01494,0.115182,0.1422222222222222,0.03835616438356165,6.608,0.0009795918367346938,0.00247744,0.05066666666666667,0.001266666666666667,0.01282114285714286,0.03439542857142857,0.1598057142857143,0.0,0.0,0.0,10.959242715204422
0,0,1,4,1,1.44054,0.9754328571428572,2.133428571428571,2.307085714285714,0.3968930880000001,0.1408571428571428,0.003984,0.05119199999999999,0.2844444444444444,0.07671232876712329,7.599200000000001,0.003918367346938775,0.00340648,0.2786666666666667,0.006586666666666666,0.02564228571428571,0.120384,0.1598057142857143,0.04134972857142858,0.01750072328571429,0.0,16.06703077946327
0,0,1,4,1,2.17035,0.3080314285714286,0.6770828571428572,0.2403214285714286,0.0,0.1035714285714286,0.017928,0.05119199999999999,0.1422222222222222,0.03835616438356165,9.911999999999999,0.004897959183673469,0.00185808,0.0,0.0005066666666666667,0.0,0.01719771428571428,0.2663428571428572,0.0,0.0,0.0,13.951858806741837
0,0,0,5,1,1.01124,0.3692228571428571,2.93964,0.3172242857142857,0.0,0.1408571428571428,0.004980000000000001,0.12798,0.1422222222222222,0.07671232876712329,7.929600000000001,0.007346938775510204,0.00247744,0.1393333333333333,0.002026666666666667,0.0,0.03439542857142857,0.1065371428571429,0.0,0.0,0.0,13.351795786907713
0,0,0,5,1,1.5264,0.5133857142857143,3.958071428571428,4.44114,0.3968930880000001,0.5302857142857142,0.010956,0.281556,0.2844444444444444,0.07671232876712329,7.929600000000001,0.003918367346938775,0.00061936,0.06333333333333332,0.0005066666666666667,0.02564228571428571,0.03439542857142857,0.3462457142857143,0.0,0.0,0.0,20.424105874272797
