性别,学历,生活区,宿舍人数/人,财产支出,白米饭，面粉/kgCO_2,猪肉/kgCO_2,鸡肉/kgCO_2,牛肉/kgCO_2,食物浪费量/kgCO_2,水果/kgCO_2,每天塑料袋/kgCO_2,每天打包盒/kgCO_2,每天购买新衣服件数kgCO_2,每天购买鞋数kgCO_2,冬春电费kgCO_2,冬季热水费kgCO_2,每天作业本/kgCO_2,每天新书本数CO_2,每天打印纸张数CO_2,每天塑料快递件/kgCO_2,每天快递纸盒件/kgCO_2,垃圾每天/kgCO_2,每天干垃圾/kgCO_2,每天湿垃圾/kgCO_2,通勤碳排放kgCO_2,冬季总碳排放
0,0,1,4,0,1.39761,0.6534,0.7938600000000001,0.0,0.0,0.2858571428571429,0.004980000000000001,0.025596,0.1422222222222222,0.03835616438356165,6.608,0.08755102040816326,0.00123872,0.1393333333333333,0.001013333333333333,0.0,0.0,0.2130742857142857,0.0,0.0,0.0,10.39209222225204
0,0,1,4,0,0.7345800000000001,0.7778571428571428,0.6737142857142857,0.0,0.0,0.01242857142857143,0.009960000000000002,0.05119199999999999,0.2133333333333333,0.07671232876712329,3.304,0.0583673469387755,0.00123872,0.06333333333333332,0.002026666666666667,0.02564228571428571,0.01719771428571428,0.07990285714285716,0.0,0.0,0.0,6.101486586182089
0,0,0,4,0,1.42623,0.3526285714285714,1.172262857142857,1.634185714285714,0.0,0.5012857142857142,0.0,0.03839399999999999,0.07111111111111111,0.03835616438356165,1.9824,0.09338775510204082,0.003716159999999999,0.0,0.001013333333333333,0.0,0.0,0.1065371428571429,0.0,0.0,0.0,7.421508523930047
0,0,0,4,0,0.7155,0.05548714285714286,0.2896971428571429,0.9612857142857143,0.88198464,0.1242857142857143,0.01494,0.19197,0.2844444444444444,0.1150684931506849,1.9824,0.116734693877551,0.0061936,0.07600000000000001,0.0005066666666666667,0.0,0.06879085714285714,0.2397085714285715,0.0964827,0.01166714885714286,0.0,6.233147529853632
0,0,0,5,0,1.1448,0.1929085714285714,0.3986142857142857,0.0,0.0,0.2651428571428571,0.002988,0.03839399999999999,0.07111111111111111,0.0,5.9472,0.08755102040816326,0.0,0.0,0.00152,0.01282114285714286,0.01719771428571428,0.18644,0.0,0.0,0.0,8.366688702947846
0,0,0,5,0,0.7155,0.2074285714285714,0.7298571428571429,0.0,0.44099232,0.04142857142857143,0.0,0.0,0.1422222222222222,0.07671232876712329,4.6256,0.1091469387755102,0.007432319999999998,0.1266666666666666,0.03116,0.01282114285714286,0.01719771428571428,0.1598057142857143,0.0,0.0,0.0,7.443971653574382
0,0,0,4,1,2.17512,0.9754328571428572,2.371474285714286,1.807217142857143,1.234778496,0.3521428571428571,0.000996,0.05119199999999999,0.2844444444444444,0.07671232876712329,3.304,0.0700408163265306,0.00247744,0.05066666666666667,0.00304,0.05128457142857143,0.08598857142857141,0.18644,0.0,0.0,0.0,13.08344847791905
0,0,0,4,1,1.11618,0.4273028571428572,1.572,0.31402,0.22049616,0.1242857142857143,0.0,0.0,0.1422222222222222,0.03835616438356165,0.6608,0.08755102040816326,0.00123872,0.0,0.001773333333333334,0.02564228571428571,0.03439542857142857,0.2663428571428572,0.0,0.0,0.0,5.032606763204424
0,0,0,5,1,0.77274,0.9240942857142856,2.775702857142857,0.11215,0.22049616,0.2237142857142857,0.000996,0.03839399999999999,0.3555555555555556,0.1150684931506849,3.304,0.1225714285714286,0.0061936,0.03800000000000001,0.005826666666666667,0.07692685714285714,0.1031862857142857,0.1598057142857143,0.0,0.0,0.0,9.355422189658617
0,0,0,5,1,1.05894,0.7887471428571428,2.160377142857143,2.28786,1.1024808,0.4598571428571428,0.007968,0.25596,0.2844444444444444,0.1150684931506849,1.9824,0.0583673469387755,0.0061936,0.05066666666666667,0.001266666666666667,0.08974800000000001,0.1031862857142857,0.1598057142857143,0.0,0.0,0.0,10.973337446438665
0,0,0,5,1,1.33083,0.5600571428571428,0.22008,0.2979985714285714,0.22049616,0.04142857142857143,0.0,0.0,0.1422222222222222,0.03835616438356165,1.3216,0.0116734693877551,0.00061936,0.0,0.00076,0.01282114285714286,0.01719771428571428,0.1065371428571429,0.0,0.0,0.0,4.322677661707825
0,0,1,4,1,0.6296400000000001,0.34122,0.96678,0.09933285714285714,0.176396928,0.145,0.004980000000000001,0.06398999999999999,0.1422222222222222,0.07671232876712329,1.9824,0.02334693877551021,0.003716159999999999,0.1393333333333333,0.001773333333333334,0.02564228571428571,0.08598857142857141,0.1331714285714286,0.0,0.0,0.0,5.041646387288665
0,0,0,5,1,1.44531,0.6876257142857142,0.7208742857142858,4.268108571428571,0.66148848,0.4764285714285714,0.0,0.03839399999999999,0.2133333333333333,0.07671232876712329,3.304,0.02918367346938775,0.00123872,0.0,0.002533333333333334,0.02564228571428571,0.03439542857142857,0.18644,0.0,0.0,0.0,12.171708726046035
0,0,0,4,1,0.68688,0.05082,0.4132114285714286,0.0,0.22049616,0.5012857142857142,0.0,0.0,0.3555555555555556,0.03835616438356165,6.343679999999999,0.07295918367346939,0.00681296,0.1773333333333333,0.002026666666666667,0.05128457142857143,0.05159314285714284,0.18644,0.0,0.0,0.0,9.158734880755443
0,0,0,4,1,0.96831,0.4107085714285714,4.104042857142857,9.497502857142857,0.3968930880000001,0.1408571428571428,0.012948,0.05119199999999999,0.2844444444444444,0.07671232876712329,3.304,0.116734693877551,0.00557424,0.266,0.01241333333333333,0.0641057142857143,0.08598857142857141,0.18644,0.0,0.0,0.0,19.98486784270817
0,0,1,4,1,1.41669,0.3889285714285714,0.2223257142857143,0.0,0.44099232,0.2692857142857143,0.003984,0.03839399999999999,0.1422222222222222,0.03835616438356165,1.9824,0.116734693877551,0.0030968,0.1393333333333333,0.001013333333333333,0.1025691428571429,0.1375817142857143,0.1065371428571429,0.0,0.0,0.0,5.550444867150001
0,0,0,4,1,0.96831,0.1540157142857143,0.7175057142857143,0.7369857142857142,0.66148848,0.3148571428571428,0.010956,0.19197,0.2133333333333333,0.07671232876712329,4.6256,0.116734693877551,0.007432319999999998,0.02533333333333333,0.001266666666666667,0.05128457142857143,0.06879085714285714,0.3462457142857143,0.0,0.0,0.0,9.288822584549438
0,0,0,5,1,1.26405,0.1182342857142857,0.6939257142857144,0.2339128571428572,0.617389248,0.008285714285714285,0.000996,0.012798,0.2133333333333333,0.03835616438356165,1.9824,0.07587755102040816,0.0030968,0.1266666666666666,0.005066666666666667,0.02564228571428571,0.01719771428571428,0.07990285714285716,0.0,0.0,0.0,5.517131858642066
0,0,0,5,1,0.7345800000000001,0.5056071428571428,1.280057142857143,1.538057142857143,0.0,0.2858571428571429,0.0,0.0,0.7111111111111111,0.0,1.9824,0.0583673469387755,0.00247744,0.08866666666666667,0.001013333333333333,0.05128457142857143,0.06879085714285714,0.18644,0.0,0.0,0.0,7.494709898049887
0,0,0,4,1,0.7155,0.2592857142857143,0.4491428571428571,0.1538057142857143,0.132297696,0.1118571428571428,0.002988,0.0,0.1422222222222222,0.03835616438356165,1.9824,0.0350204081632653,0.0030968,0.07600000000000001,0.002026666666666667,0.0,0.01719771428571428,0.2130742857142857,0.0,0.0,0.0,4.334271386007144
0,0,1,4,1,0.7155,0.1804628571428571,0.9072685714285714,0.0,0.176396928,0.2568571428571428,0.000996,0.012798,0.07111111111111111,0.03835616438356165,1.652,0.0350204081632653,0.00123872,0.02533333333333333,0.0005066666666666667,0.01282114285714286,0.01719771428571428,0.1065371428571429,0.0,0.0,0.0,4.21040190308651
0,0,0,4,1,0.7155,0.4148571428571428,0.786,0.9612857142857143,0.0,0.01242857142857143,0.0,0.0,0.1422222222222222,0.03835616438356165,6.608,0.116734693877551,0.00061936,0.01266666666666667,0.001013333333333333,0.0,0.0,0.1598057142857143,0.0,0.0,0.0,9.969489583340476
0,0,0,4,1,1.52163,0.71874,0.7747714285714287,1.134317142857143,0.0,0.2195714285714286,0.004980000000000001,0.07678799999999998,0.2133333333333333,0.07671232876712329,3.304,0.08755102040816326,0.0030968,0.03800000000000001,0.001773333333333334,0.0,0.03439542857142857,0.18644,0.0,0.0,0.0,8.39610024441338
0,0,1,4,1,0.72504,0.28314,2.07504,0.5767714285714286,0.926083872,0.09114285714285714,0.0,0.06398999999999999,0.2133333333333333,0.07671232876712329,1.9824,0.0583673469387755,0.00123872,0.1773333333333333,0.002026666666666667,0.02564228571428571,0.08598857142857141,0.18644,0.0,0.0,0.0,7.550690743896373
0,0,0,4,1,0.46746,0.6160628571428571,2.73528,0.0,0.485091552,0.0,0.000996,0.0,0.07111111111111111,0.07671232876712329,1.3216,0.07587755102040816,0.0030968,0.06333333333333332,0.001266666666666667,0.0,0.03439542857142857,0.1065371428571429,0.0,0.0,0.0,6.058820771470072
0,0,0,4,1,1.06848,0.9178714285714284,2.021142857142857,1.163155714285714,0.132297696,0.4971428571428571,0.0,0.0,0.07111111111111111,0.03835616438356165,1.9824,0.0583673469387755,0.00681296,0.2153333333333333,0.00684,0.03846342857142857,0.06879085714285714,0.07990285714285716,0.02756648571428572,0.005833574428571429,0.0,8.399868671909639
0,0,0,4,1,1.06371,0.1026771428571429,0.006737142857142857,0.0,0.176396928,0.01657142857142857,0.001992,0.025596,0.07111111111111111,0.03835616438356165,1.9824,0.0583673469387755,0.0,0.0,0.001013333333333333,0.0,0.0,0.2663428571428572,0.0,0.0,0.0,3.811271455195353
0,0,0,4,1,1.49778,0.6596228571428572,1.724708571428571,0.33645,0.352793856,0.2485714285714286,0.004980000000000001,0.06398999999999999,0.2133333333333333,0.03835616438356165,1.9824,0.08755102040816326,0.0123872,0.152,0.004053333333333333,0.03846342857142857,0.120384,0.3196114285714287,0.0,0.0,0.0,7.857436621744104
0,0,0,4,1,1.91277,0.7700785714285714,1.684285714285714,0.9612857142857143,0.66148848,0.2527142857142857,0.006971999999999999,0.12798,0.3555555555555556,0.03835616438356165,1.9824,0.09922448979591836,0.0061936,0.228,0.008613333333333334,0.01282114285714286,0.01719771428571428,0.18644,0.0,0.0,0.0,9.312376765925512
0,0,0,4,1,1.43577,0.2437285714285714,0.3166457142857143,1.384251428571428,0.0,0.04142857142857143,0.001992,0.0,0.1422222222222222,0.03835616438356165,5.742351999999999,0.05603265306122449,0.00247744,0.1393333333333333,0.0005066666666666667,0.01282114285714286,0.03439542857142857,0.1331714285714286,0.0,0.0,0.0,9.725484765381292
0,0,0,4,1,0.7155,0.27588,0.6063428571428572,0.0,0.0,0.522,0.0,0.0,0.3555555555555556,0.03835616438356165,3.9648,0.02918367346938775,0.00433552,0.19,0.00228,0.02564228571428571,0.03439542857142857,0.1331714285714286,0.0,0.0,0.0,6.897442913408506
0,0,0,5,1,0.7155,0.01555714285714286,0.786,0.0,0.44099232,0.03314285714285714,0.000996,0.025596,0.1422222222222222,0.03835616438356165,1.407504,0.116734693877551,0.00433552,0.0,0.00608,0.02564228571428571,0.05159314285714284,0.18644,0.0,0.0,0.0,3.996692349054764
0,0,0,5,1,2.13219,0.3816685714285714,1.34406,1.14393,0.44099232,0.06214285714285714,0.000996,0.025596,0.2133333333333333,0.05753424657534246,1.3216,0.0700408163265306,0.00557424,0.1266666666666666,0.005573333333333333,0.01282114285714286,0.03439542857142857,0.2130742857142857,0.0,0.0,0.0,7.592189241949493
0,0,0,4,1,0.70596,0.23232,2.395054285714286,1.714292857142857,0.44099232,0.02071428571428571,0.002988,0.012798,0.1422222222222222,0.07671232876712329,3.9648,0.116734693877551,0.0030968,0.114,0.00228,0.02564228571428571,0.03439542857142857,0.3462457142857143,0.1516156714285714,0.01166714885714286,0.0,10.51453204229547
0,0,0,4,1,0.7155,0.9334285714285713,0.1482171428571429,0.1922571428571429,0.88198464,0.04557142857142857,0.000996,0.025596,0.1422222222222222,0.03835616438356165,3.17184,0.0700408163265306,0.0061936,0.07600000000000001,0.008106666666666667,0.03846342857142857,0.06879085714285714,0.18644,0.0,0.0,0.0,6.750004681027551
0,0,0,5,1,1.431,0.1789071428571428,0.2661171428571429,0.3332457142857143,0.088198464,0.09528571428571428,0.0,0.0,0.07111111111111111,0.03835616438356165,3.806207999999999,0.06478775510204082,0.003716159999999999,0.1266666666666666,0.007346666666666667,0.01282114285714286,0.01719771428571428,0.2663428571428572,0.1102659428571429,0.01166714885714286,0.0,6.9292415082157595
0,0,0,5,1,1.53594,0.5808,1.122857142857143,0.8010714285714285,0.0,0.0,0.009960000000000002,0.140778,0.07111111111111111,0.03835616438356165,6.608,0.1751020408163265,0.0061936,0.06333333333333332,0.001266666666666667,0.0,0.0,0.1598057142857143,0.0,0.0,0.0,11.314575202025281
0,0,0,5,1,0.7202700000000001,0.35574,0.8488800000000001,0.3460628571428571,0.5291907840000001,0.1201428571428571,0.0,0.0,0.07111111111111111,0.0,0.9912000000000001,0.0700408163265306,0.0030968,0.1266666666666666,0.001266666666666667,0.0,0.0,0.2663428571428572,0.0,0.0,0.0,4.450011416199547
0,0,0,4,1,1.07325,0.363,0.786,0.4806428571428571,0.44099232,0.2071428571428571,0.009960000000000002,0.19197,0.2133333333333333,0.07671232876712329,5.2864,0.07587755102040816,0.003716159999999999,0.06333333333333332,0.0005066666666666667,0.01282114285714286,0.03439542857142857,0.3995142857142857,0.0,0.0,0.0,9.719568264549437
0,0,0,4,1,0.7393500000000001,0.16335,0.3099085714285715,0.6728999999999999,0.22049616,0.1118571428571428,0.004980000000000001,0.07678799999999998,0.6400000000000001,0.07671232876712329,1.18944,0.04669387755102041,0.003716159999999999,0.07600000000000001,0.001266666666666667,0.02564228571428571,0.03439542857142857,0.2663428571428572,0.0,0.0,0.0,4.659839478699096
0,0,0,4,1,0.60102,0.2022428571428571,2.256942857142857,0.0,0.5291907840000001,0.06214285714285714,0.003984,0.05119199999999999,0.4266666666666667,0.03835616438356165,0.9912000000000001,0.04085714285714286,0.0030968,0.07600000000000001,0.008866666666666667,0.01282114285714286,0.01719771428571428,0.2663428571428572,0.0,0.0,0.0,5.588120510288323
0,0,0,4,1,2.27052,0.7000714285714286,0.7074,2.432052857142857,0.3968930880000001,0.2941428571428571,0.007968,0.102384,0.1422222222222222,0.03835616438356165,5.9472,0.116734693877551,0.00433552,0.114,0.001773333333333334,0.02564228571428571,0.03439542857142857,0.2397085714285715,0.0,0.0,0.0,13.575800450388094
0,0,0,5,1,0.78705,0.4148571428571428,0.7074,1.409885714285714,0.044099232,0.04971428571428571,0.0,0.0,0.07111111111111111,0.03835616438356165,1.9824,0.06420408163265307,0.003716159999999999,0.02533333333333333,0.00152,0.01282114285714286,0.01719771428571428,0.2663428571428572,0.0,0.0,0.0,5.896008939603516
0,0,0,5,1,0.78705,0.3738899999999999,1.015062857142857,0.2883857142857143,0.352793856,0.2568571428571428,0.002988,0.0,0.2844444444444444,0.07671232876712329,1.3216,0.0583673469387755,0.00557424,0.1013333333333333,0.00076,0.02564228571428571,0.05159314285714284,0.2130742857142857,0.0,0.0,0.0,5.216128978055104
0,0,0,3,1,1.15434,0.2136514285714286,0.3570685714285715,0.0,0.3968930880000001,0.04557142857142857,0.0,0.012798,0.2844444444444444,0.07671232876712329,1.9824,0.0583673469387755,0.0061936,0.1266666666666666,0.00152,0.01282114285714286,0.05159314285714284,0.18644,0.0,0.0,0.0,4.967481189102724
0,0,0,4,1,1.12572,0.9520971428571429,0.84102,0.1922571428571429,0.0,0.1615714285714286,0.000996,0.025596,0.07111111111111111,0.0,0.7929599999999999,0.0350204081632653,0.003716159999999999,0.114,0.001773333333333334,0.05128457142857143,0.1375817142857143,0.1598057142857143,0.0,0.0,0.0,4.666510726893423
0,0,0,4,1,2.17989,0.1540157142857143,0.8982857142857142,0.4133528571428571,0.3968930880000001,0.4805714285714286,0.000996,0.0,0.2844444444444444,0.03835616438356165,1.9824,0.0583673469387755,0.003716159999999999,0.152,0.002533333333333334,0.02564228571428571,0.01719771428571428,0.1598057142857143,0.02756648571428572,0.02333429771428571,0.0,7.299368749100114
0,0,0,4,1,1.3833,0.2302457142857143,0.6119571428571429,1.858485714285714,0.352793856,0.2775714285714286,0.009960000000000002,0.166374,0.2133333333333333,0.07671232876712329,1.9824,0.07587755102040816,0.00681296,0.1646666666666667,0.008866666666666667,0.0641057142857143,0.1031862857142857,0.1598057142857143,0.0,0.0,0.0,7.746455076739915
0,0,0,4,1,1.0971,0.2458028571428571,0.3099085714285715,1.134317142857143,0.0,0.2278571428571428,0.011952,0.0,0.07111111111111111,0.03835616438356165,1.9824,0.0350204081632653,0.0061936,0.152,0.002533333333333334,0.01282114285714286,0.01719771428571428,0.18644,0.0,0.0,0.0,5.531011188419843
0,0,0,4,1,1.431,0.3329228571428571,1.401325714285715,0.6600828571428572,0.44099232,0.232,0.005976,0.153576,0.2133333333333333,0.03835616438356165,1.9824,0.0700408163265306,0.00681296,0.02533333333333333,0.007853333333333334,0.01282114285714286,0.01719771428571428,0.1331714285714286,0.0,0.0,0.0,7.165195974995808
0,0,0,4,1,0.7345800000000001,0.3733714285714286,0.1841485714285714,0.0,0.66148848,0.0,0.006971999999999999,0.089586,0.07111111111111111,0.07671232876712329,1.652,0.1342448979591837,0.0030968,0.06333333333333332,0.0005066666666666667,0.01282114285714286,0.01719771428571428,0.1598057142857143,0.0,0.0,0.0,4.240976189265989
0,0,0,4,1,1.46439,0.1244571428571429,1.36764,2.076377142857143,0.0,0.0,0.0,0.0,0.1422222222222222,0.03835616438356165,2.6432,0.08755102040816326,0.0030968,0.0,0.00076,0.01282114285714286,0.01719771428571428,0.1065371428571429,0.0,0.0,0.0,8.084606492728232
0,0,0,4,1,0.77274,1.436961428571429,3.130525714285715,0.6728999999999999,0.3968930880000001,0.08285714285714285,0.003984,0.05119199999999999,0.1422222222222222,0.03835616438356165,1.51984,0.1108979591836735,0.0061936,0.114,0.00152,0.006410571428571429,0.008598857142857142,0.1598057142857143,0.0,0.0,0.0,8.655898462360886
0,0,0,4,1,0.75366,0.5932457142857143,0.9611657142857144,0.1922571428571429,0.7496869440000001,0.1657142857142857,0.004980000000000001,0.115182,0.2844444444444444,0.1150684931506849,1.9824,0.02918367346938775,0.007432319999999998,0.1773333333333333,0.00532,0.03846342857142857,0.03439542857142857,0.2929771428571429,0.0,0.0,0.0,6.502910065540709
0,0,0,4,1,0.81567,0.1929085714285714,0.1717971428571429,0.2082785714285714,0.44099232,0.1242857142857143,0.001992,0.03839399999999999,0.3555555555555556,0.03835616438356165,3.9648,0.02334693877551021,0.00681296,0.2153333333333333,0.01190666666666667,0.01282114285714286,0.01719771428571428,0.07990285714285716,0.0,0.0,0.0,6.720351653000342
0,0,0,4,1,0.7155,0.4148571428571428,0.8982857142857142,1.922571428571429,0.66148848,0.06214285714285714,0.013944,0.179172,0.4266666666666667,0.03835616438356165,1.9824,0.1284081632653061,0.0030968,0.02533333333333333,0.006586666666666666,0.03846342857142857,0.05159314285714284,0.3196114285714287,0.0,0.0,0.0,7.888477417172678
0,0,0,5,1,1.47393,0.33759,0.8533714285714286,0.0,0.22049616,0.08285714285714285,0.004980000000000001,0.025596,0.2133333333333333,0.03835616438356165,2.77536,0.02334693877551021,0.00247744,0.01266666666666667,0.00304,0.0,0.01719771428571428,0.1598057142857143,0.0,0.0,0.0,6.244404703159073
0,0,1,4,1,0.8347500000000001,0.45738,1.156542857142857,0.71776,0.22049616,0.1325714285714286,0.0,0.0,0.6400000000000001,0.07671232876712329,3.304,0.1634285714285714,0.0061936,0.05066666666666667,0.00076,0.02564228571428571,0.01719771428571428,0.07990285714285716,0.02756648571428572,0.005833574428571429,0.0,7.9174045298623605
0,0,1,4,1,1.41192,0.09645428571428571,0.4603714285714286,0.5543414285714285,0.44099232,0.3645714285714285,0.005976,0.0,0.07111111111111111,0.03835616438356165,1.9824,0.116734693877551,0.00681296,0.2786666666666667,0.002026666666666667,0.05128457142857143,0.08598857142857141,0.1598057142857143,0.0,0.0,0.0,6.127814011276986
0,0,1,4,1,0.8729100000000001,0.1540157142857143,0.09993428571428573,0.1890528571428572,0.3968930880000001,0.087,0.001992,0.012798,0.2844444444444444,0.07671232876712329,1.9824,0.02918367346938775,0.00433552,0.152,0.001773333333333334,0.03846342857142857,0.03439542857142857,0.2130742857142857,0.0,0.0,0.0,4.631378388014289
0,0,1,4,1,0.9635400000000001,0.363,0.786,0.5767714285714286,0.0,0.02485714285714286,0.004980000000000001,0.0,0.2844444444444444,0.07671232876712329,3.304,0.116734693877551,0.0061936,0.2026666666666667,0.001773333333333334,0.1025691428571429,0.03439542857142857,0.2663428571428572,0.0,0.0,0.0,7.114981067089119
0,0,1,4,1,0.7107300000000001,0.02074285714285714,2.21652,0.0,0.0,0.0,0.001992,0.0,0.1422222222222222,0.03835616438356165,3.304,0.1751020408163265,0.0061936,0.05066666666666667,0.002026666666666667,0.02564228571428571,0.03439542857142857,0.37288,0.0,0.0,0.0,7.101469932184015
0,0,1,5,1,1.0017,0.4024114285714286,1.482171428571429,0.0,0.0,0.1284285714285714,0.008964,0.0,0.2844444444444444,0.07671232876712329,4.6256,0.1751020408163265,0.0061936,0.06333333333333332,0.002533333333333334,0.0,0.0,0.2663428571428572,0.0,0.0,0.0,8.523937366408848
0,0,0,3,1,0.7107300000000001,0.4107085714285714,1.796571428571428,0.5767714285714286,0.3968930880000001,0.1408571428571428,0.003984,0.05119199999999999,0.2844444444444444,0.07671232876712329,6.608,0.0583673469387755,0.009290399999999999,0.07600000000000001,0.02710666666666667,0.02564228571428571,0.03439542857142857,0.1598057142857143,0.06891621428571429,0.005833574428571429,0.0,11.522222063531295
0,0,0,5,1,0.7155,0.02592857142857143,0.05502000000000001,0.0,0.0,0.2485714285714286,0.0,0.0,0.2844444444444444,0.03835616438356165,1.9824,0.08755102040816326,0.003716159999999999,0.0,0.002026666666666667,0.02564228571428571,0.03439542857142857,0.1331714285714286,0.0,0.0,0.0,3.6367235987599784
0,0,1,4,1,1.43577,0.2862514285714286,0.7702800000000001,3.434994285714286,0.837885408,0.1905714285714286,0.008964,0.19197,0.2844444444444444,0.07671232876712329,3.304,0.0583673469387755,0.00433552,0.07600000000000001,0.02178666666666667,0.03846342857142857,0.05159314285714284,0.2929771428571429,0.0,0.0,0.0,11.36536657195987
0,0,1,4,1,0.7441200000000001,0.2541,2.4366,0.0,0.264595392,0.07871428571428571,0.01494,0.115182,0.1422222222222222,0.03835616438356165,0.6608,0.05253061224489796,0.00247744,0.05066666666666667,0.001266666666666667,0.01282114285714286,0.03439542857142857,0.1598057142857143,0.0,0.0,0.0,5.063593735612587
0,0,1,4,1,1.44054,0.9754328571428572,2.133428571428571,2.307085714285714,0.3968930880000001,0.1408571428571428,0.003984,0.05119199999999999,0.2844444444444444,0.07671232876712329,0.4625599999999999,0.0583673469387755,0.00340648,0.2786666666666667,0.006586666666666666,0.02564228571428571,0.120384,0.1598057142857143,0.04134972857142858,0.01750072328571429,0.0,8.984839759055106
0,0,1,4,1,2.17035,0.3080314285714286,0.6770828571428572,0.2403214285714286,0.0,0.1035714285714286,0.017928,0.05119199999999999,0.1422222222222222,0.03835616438356165,1.9824,0.08755102040816326,0.00185808,0.0,0.0005066666666666667,0.0,0.01719771428571428,0.2663428571428572,0.0,0.0,0.0,6.104911867966329
0,0,0,5,1,1.01124,0.3692228571428571,2.93964,0.3172242857142857,0.0,0.1408571428571428,0.004980000000000001,0.12798,0.1422222222222222,0.07671232876712329,3.9648,0.116734693877551,0.00247744,0.1393333333333333,0.002026666666666667,0.0,0.03439542857142857,0.1065371428571429,0.0,0.0,0.0,9.496383542009752
0,0,0,5,1,1.5264,0.5133857142857143,3.958071428571428,4.44114,0.3968930880000001,0.5302857142857142,0.010956,0.281556,0.2844444444444444,0.07671232876712329,1.9824,0.07587755102040816,0.00061936,0.06333333333333332,0.0005066666666666667,0.02564228571428571,0.03439542857142857,0.3462457142857143,0.0,0.0,0.0,14.548865057946262
